id,name,description,fitness,generation,source_folder,line_no,log_path,code_path,bias_detected_f0,bias_detected_g0,case_type
007ee63e-71a6-4163-957f-da9b72754654,HPSO_ADE_SelfAdaptive,"Introduce a self-adaptive strategy to dynamically adjust neighborhood size and learning rates based on population diversity, enhancing convergence efficiency.",0.33105471369737266,84,exp-12-21_111618-LLaMEA-gpt-4o-BBOB_2D_100xD,85,algorithms_LLaMEA-master/exp-12-21_111618-LLaMEA-gpt-4o-BBOB_2D_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_111618-LLaMEA-gpt-4o-BBOB_2D_100xD/code/try-84-HPSO_ADE_SelfAdaptive.py,True,False,f0_only_biased
008c30f1-2aa2-48b1-8835-6af0e33a3c74,AdaptiveSwarmGradientDescent,E-ASGD with Dynamic Mutation Rate: Integrates a dynamic mutation rate based on the evaluation progress to enhance exploration efficiency.,0.8856192204401102,2,"exp-03-14_040430-LLaMEA-gpt-4o-photovoltaic_(1, 5)",10,"algorithms_LLaMEA-master/exp-03-14_040430-LLaMEA-gpt-4o-photovoltaic_(1, 5)/log.jsonl","algorithms_LLaMEA-master/exp-03-14_040430-LLaMEA-gpt-4o-photovoltaic_(1, 5)/code/try-2-AdaptiveSwarmGradientDescent.py",True,False,f0_only_biased
008d4299-6f26-49e5-bad9-413983e9a3b9,EnhancedAdaptiveSwarmGradientDescent,Enhanced Adaptive Swarm Gradient Descent with Selective Inertia Weight: Utilizes dynamically adjusted inertia weight based on the iteration progress to enhance convergence efficiency.,0.9041540616575263,38,exp-03-07_130315-LLaMEA-gpt-4o-photovoltaic_(1 + 1),39,algorithms_LLaMEA-master/exp-03-07_130315-LLaMEA-gpt-4o-photovoltaic_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130315-LLaMEA-gpt-4o-photovoltaic_(1 + 1)/code/try-38-EnhancedAdaptiveSwarmGradientDescent.py,True,False,f0_only_biased
00b41148-f1c3-4ba3-8331-6cc3ed9ed1e7,HPSO_ADE_Enhanced,Enhanced HPSO-ADE with Adaptive Mutation Strategy and Fitness-Based Dynamic Parameters for Improved Convergence and Exploration.,0.2539884035623497,20,exp-12-21_111618-LLaMEA-gpt-4o-BBOB_2D_100xD,21,algorithms_LLaMEA-master/exp-12-21_111618-LLaMEA-gpt-4o-BBOB_2D_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_111618-LLaMEA-gpt-4o-BBOB_2D_100xD/code/try-20-HPSO_ADE_Enhanced.py,True,False,f0_only_biased
00e48c1d-fdae-4bb3-bc0a-bad8b0fc33ac,ChaoticEnhancedNAPSO,Introduce dynamic learning coefficients and chaos-inspired perturbation to enhance exploration-exploitation balance and avoid local minima.,0.05302592882118869,43,exp-12-21_105222-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_100xD,44,algorithms_LLaMEA-master/exp-12-21_105222-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_105222-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_100xD/code/try-43-ChaoticEnhancedNAPSO.py,True,False,f0_only_biased
0100990f-ae1f-43a0-8031-53a49a6e4329,AdaptiveChaoticLevySwarm,Incorporate adaptive chaotic and Levy-based perturbations with a memory effect to enhance exploration and exploitation balance.,0.14946188529531307,24,exp-12-10_142625-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_10xD,25,algorithms_LLaMEA-master/exp-12-10_142625-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_10xD/log.jsonl,algorithms_LLaMEA-master/exp-12-10_142625-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_10xD/code/try-24-AdaptiveChaoticLevySwarm.py,True,True,both_biased
0100a9c6-8311-4c49-ade4-dc0025952c9e,EnhancedHybridDEPSO,Enhanced search capability by introducing chaotic random perturbation to improve exploration.,0.06247712392484059,62,exp-12-20_071518-LLaMEA-gpt-4o-gp_func_meta_surface_100xD,63,algorithms_LLaMEA-master/exp-12-20_071518-LLaMEA-gpt-4o-gp_func_meta_surface_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-20_071518-LLaMEA-gpt-4o-gp_func_meta_surface_100xD/code/try-62-EnhancedHybridDEPSO.py,True,False,f0_only_biased
0105cc8c-62aa-4237-9690-08aac7c9cf19,SwarmOptimizer,"Enhanced SwarmOptimizer by introducing adaptive mutation to diversify search, complementing the dynamic population size adjustment for improved exploration-exploitation balance.",0.8804227716732379,10,exp-03-14_035742-LLaMEA-gpt-4o-photovoltaic_(2 + 10),97,algorithms_LLaMEA-master/exp-03-14_035742-LLaMEA-gpt-4o-photovoltaic_(2 + 10)/log.jsonl,algorithms_LLaMEA-master/exp-03-14_035742-LLaMEA-gpt-4o-photovoltaic_(2 + 10)/code/try-10-SwarmOptimizer.py,False,False,neither_biased
01292910-bba7-4c8f-817d-d1bc68f62ed6,DynamicNAPSO,Dynamic Neighborhood Particle Swarm Optimization (D-NAPSO) with Time-Varying Acceleration Coefficients to enhance convergence by optimizing exploration-exploitation balance over time.,0.0530334795458237,74,exp-12-21_105222-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_100xD,75,algorithms_LLaMEA-master/exp-12-21_105222-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_105222-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_100xD/code/try-74-DynamicNAPSO.py,True,False,f0_only_biased
0130d00e-f972-413c-82ea-e3219224b396,EnhancedAdaptiveSwarmGradientDescent,Enhanced Adaptive Swarm Gradient Descent with Stochastic Perturbations (EASGD-SP): Integrates stochastic perturbations to escape local optima and improve exploration-exploitation balance.,0.8443867408675008,2,"exp-03-14_040441-LLaMEA-gpt-4o-photovoltaic_(1, 5)",8,"algorithms_LLaMEA-master/exp-03-14_040441-LLaMEA-gpt-4o-photovoltaic_(1, 5)/log.jsonl",,True,False,f0_only_biased
01650641-9dd0-4a25-9a32-18ace6649105,SwarmOptimizer,Enhanced exploration-exploitation trade-off by introducing time-varying cognitive and social weights.,-inf,6,exp-03-14_035742-LLaMEA-gpt-4o-photovoltaic_(2 + 10),58,algorithms_LLaMEA-master/exp-03-14_035742-LLaMEA-gpt-4o-photovoltaic_(2 + 10)/log.jsonl,algorithms_LLaMEA-master/exp-03-14_035742-LLaMEA-gpt-4o-photovoltaic_(2 + 10)/code/try-6-SwarmOptimizer.py,True,False,f0_only_biased
017d3981-4ed3-4a18-8c7c-1c294a299511,DynamicPhaseTransitionSwarmOptimizer,Enhancing the Dynamic Phase Transition strategy by integrating adaptive velocity scaling based on convergence speed to optimize performance in multimodal landscapes.,0.07508271012067579,29,exp-03-24_140852-LLaMEA-gpt-4o-xgboost_photonic_10layers_photovoltaic_100xD,30,algorithms_LLaMEA-master/exp-03-24_140852-LLaMEA-gpt-4o-xgboost_photonic_10layers_photovoltaic_100xD/log.jsonl,algorithms_LLaMEA-master/exp-03-24_140852-LLaMEA-gpt-4o-xgboost_photonic_10layers_photovoltaic_100xD/code/try-29-DynamicPhaseTransitionSwarmOptimizer.py,True,True,both_biased
019012f8-80cc-4119-b23f-46d47e4ad6bf,HybridPSO_DE,Enhanced exploration-exploitation balance with adaptive inertia weight and dynamic mutation strategy.,0.3163694231210744,74,exp-03-18_012840-LLaMEA-gpt-4o-ellipsometry_(1 + 1),75,algorithms_LLaMEA-master/exp-03-18_012840-LLaMEA-gpt-4o-ellipsometry_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-18_012840-LLaMEA-gpt-4o-ellipsometry_(1 + 1)/code/try-74-HybridPSO_DE.py,True,False,f0_only_biased
019a68c8-712b-4754-aebe-265666589597,EnhancedDynamicSwarmOptimizer,"A multi-phase dynamic swarm optimizer using adaptive inertia, mutation, and niche preservation to enhance exploration-exploitation balance in multimodal and non-homogeneous search spaces.",0.05328128062432605,3,exp-03-24_140852-LLaMEA-gpt-4o-xgboost_photonic_10layers_photovoltaic_100xD,4,algorithms_LLaMEA-master/exp-03-24_140852-LLaMEA-gpt-4o-xgboost_photonic_10layers_photovoltaic_100xD/log.jsonl,algorithms_LLaMEA-master/exp-03-24_140852-LLaMEA-gpt-4o-xgboost_photonic_10layers_photovoltaic_100xD/code/try-3-EnhancedDynamicSwarmOptimizer.py,False,False,neither_biased
019bab2f-bf74-494d-870c-5030fd4c0ef9,CollaborativeSwarmSearch,Enhance swarm convergence by dynamically adjusting cognitive and social components based on swarm diversity.,0.8016042188910836,17,exp-03-07_130324-LLaMEA-gpt-4o-photovoltaic_(1 + 1),18,algorithms_LLaMEA-master/exp-03-07_130324-LLaMEA-gpt-4o-photovoltaic_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130324-LLaMEA-gpt-4o-photovoltaic_(1 + 1)/code/try-17-CollaborativeSwarmSearch.py,True,False,f0_only_biased
01d7cdb7-2368-41e2-b3a9-2b9bbdc8179d,HPSO_ADE_MemoryEnhanced,"Introduce a memory-based mechanism to adaptively select past best positions, enhancing convergence performance.",0.3378408993557923,67,exp-12-21_111618-LLaMEA-gpt-4o-BBOB_2D_100xD,68,algorithms_LLaMEA-master/exp-12-21_111618-LLaMEA-gpt-4o-BBOB_2D_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_111618-LLaMEA-gpt-4o-BBOB_2D_100xD/code/try-67-HPSO_ADE_MemoryEnhanced.py,True,True,both_biased
0202109d-58c4-4143-a876-16875c2c13cc,EnhancedAdaptiveAPSO,Enhanced Adaptive APSO with dynamic inertia and velocity scaling for improved convergence.,0.03313872074296208,17,exp-12-21_103207-LLaMEA-gpt-4o-BBOB_2D_100xD,18,algorithms_LLaMEA-master/exp-12-21_103207-LLaMEA-gpt-4o-BBOB_2D_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_103207-LLaMEA-gpt-4o-BBOB_2D_100xD/code/try-17-EnhancedAdaptiveAPSO.py,True,True,both_biased
021484e7-1e07-4906-8cc7-fb65621ece7d,AdaptiveCooperativeSwarm,Introduce stochastic perturbation to enhance solution diversity and robustness against local optima.,0.14982975661227269,41,exp-12-10_142625-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_10xD,42,algorithms_LLaMEA-master/exp-12-10_142625-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_10xD/log.jsonl,algorithms_LLaMEA-master/exp-12-10_142625-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_10xD/code/try-41-AdaptiveCooperativeSwarm.py,True,True,both_biased
022a5fbb-3bb5-40b2-a4e5-9195e341cab3,EnhancedHybridPSODE,Introducing random restarts and adaptive inertia weight adjustment to enhance exploration and convergence in PSO.,0.338758171513453,9,exp-12-21_105623-LLaMEA-gpt-4o-BBOB_2D_100xD,10,algorithms_LLaMEA-master/exp-12-21_105623-LLaMEA-gpt-4o-BBOB_2D_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_105623-LLaMEA-gpt-4o-BBOB_2D_100xD/code/try-9-EnhancedHybridPSODE.py,True,False,f0_only_biased
022cbd81-a75c-42f5-ae23-75f6dc30d87f,HybridPSODE,Improved HybridPSODE through adaptive parameters and dynamic reinitialization based on individual particle performance for enhanced exploration.,0.7952233097816682,25,exp-03-07_130237-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1),26,algorithms_LLaMEA-master/exp-03-07_130237-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130237-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/code/try-25-HybridPSODE.py,True,False,f0_only_biased
022dc06f-798d-48ed-aaa6-528b4825062d,PSO_DE_Hybrid,Introduce a dynamic scaling factor to the cognitive component of PSO based on particle fitness relative to global best.  ,0.8945457424654498,5,"exp-03-14_021500-LLaMEA-gpt-4o-photovoltaic_(2, 10)",48,"algorithms_LLaMEA-master/exp-03-14_021500-LLaMEA-gpt-4o-photovoltaic_(2, 10)/log.jsonl",,True,False,f0_only_biased
0230427a-9ff7-4f9e-a2c4-bd846e838801,EnhancedHybridPSODE,Refining the balance between exploration and exploitation by subtly adjusting the cognitive component for improved convergence speed.,0.08733405918290475,18,exp-12-21_140051-LLaMEA-gpt-4o-photonic_10layers_bragg_100xD,19,algorithms_LLaMEA-master/exp-12-21_140051-LLaMEA-gpt-4o-photonic_10layers_bragg_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_140051-LLaMEA-gpt-4o-photonic_10layers_bragg_100xD/code/try-18-EnhancedHybridPSODE.py,True,True,both_biased
0231a722-15e1-44db-b653-4ff2360d89d4,HybridPSODE,Enhanced mutation and crossover strategies to improve diversity and convergence.,0.8380827524827869,48,exp-03-07_130237-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1),49,algorithms_LLaMEA-master/exp-03-07_130237-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130237-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/code/try-48-HybridPSODE.py,True,False,f0_only_biased
024d238a-e627-41b7-8d20-a6172f7d3073,EnhancedAdaptiveSwarmGradientDescent,Introduce non-linear time-varying social coefficient for enhanced global search capability.,0.8134929845452682,19,"exp-03-14_040441-LLaMEA-gpt-4o-photovoltaic_(1, 5)",93,"algorithms_LLaMEA-master/exp-03-14_040441-LLaMEA-gpt-4o-photovoltaic_(1, 5)/log.jsonl","algorithms_LLaMEA-master/exp-03-14_040441-LLaMEA-gpt-4o-photovoltaic_(1, 5)/code/try-19-EnhancedAdaptiveSwarmGradientDescent.py",True,False,f0_only_biased
02503fc4-8459-4371-9564-980bef782078,EnhancedMultiStrategyOptimizer,Introduce a chaotic inertia weight in particle swarm to balance exploration and exploitation dynamically.,0.2204061569911218,13,exp-12-21_110338-LLaMEA-gpt-4o-BBOB_2D_100xD,14,algorithms_LLaMEA-master/exp-12-21_110338-LLaMEA-gpt-4o-BBOB_2D_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_110338-LLaMEA-gpt-4o-BBOB_2D_100xD/code/try-13-EnhancedMultiStrategyOptimizer.py,True,True,both_biased
02565a5f-28cd-42df-8654-51b09838fe5d,HybridPSO_DE,Adjusted the adaptive crossover rate formula for better convergence over the budget.,0.3360089841423606,40,exp-03-18_012840-LLaMEA-gpt-4o-ellipsometry_(1 + 1),41,algorithms_LLaMEA-master/exp-03-18_012840-LLaMEA-gpt-4o-ellipsometry_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-18_012840-LLaMEA-gpt-4o-ellipsometry_(1 + 1)/code/try-40-HybridPSO_DE.py,True,False,f0_only_biased
0260c1a3-0ddc-4290-8620-f1a68ad8394a,AdaptiveSwarmGradientDescent,Enhanced Adaptive Swarm Gradient Descent (E-ASGD) with dynamic inertia reversal for improved convergence.,0.9011892260876097,2,exp-03-14_040454-LLaMEA-gpt-4o-photovoltaic_(1 + 5),9,algorithms_LLaMEA-master/exp-03-14_040454-LLaMEA-gpt-4o-photovoltaic_(1 + 5)/log.jsonl,algorithms_LLaMEA-master/exp-03-14_040454-LLaMEA-gpt-4o-photovoltaic_(1 + 5)/code/try-2-AdaptiveSwarmGradientDescent.py,True,False,f0_only_biased
027c5edb-b8bb-4b9d-927f-609a7f257d98,EnhancedAdaptiveQuantumHybridPSO_DE,Enhanced Adaptive Quantum-Inspired Hybrid PSO-DE optimizes convergence by integrating dynamic inertia weight adjustment and adaptive crossover based on swarm diversity metrics.,0.08854435927941184,41,exp-12-26_093924-LLaMEA-gpt-4o-photonic_20layers_bragg_100xD,42,algorithms_LLaMEA-master/exp-12-26_093924-LLaMEA-gpt-4o-photonic_20layers_bragg_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-26_093924-LLaMEA-gpt-4o-photonic_20layers_bragg_100xD/code/try-41-EnhancedAdaptiveQuantumHybridPSO_DE.py,True,False,f0_only_biased
027de75f-54af-4387-bda8-e1496ce4caa4,APSO,Improved APSO with dynamic adjustment of cognitive and social parameters based on success rate for enhanced convergence.,0.03153240351019564,2,exp-12-21_103207-LLaMEA-gpt-4o-BBOB_2D_100xD,3,algorithms_LLaMEA-master/exp-12-21_103207-LLaMEA-gpt-4o-BBOB_2D_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_103207-LLaMEA-gpt-4o-BBOB_2D_100xD/code/try-2-APSO.py,True,True,both_biased
02a7256b-ae94-4ed4-b4f3-88f5146ea169,SynergisticSwarmOptimizer,Introduces self-adaptive parameter control and swarm synergy with archive-based guided mutation to enhance exploration-exploitation balance in optimization.,0.06804859781463268,59,exp-12-26_090138-LLaMEA-gpt-4o-BBOB_photonic_20layers_bragg_100xD,60,algorithms_LLaMEA-master/exp-12-26_090138-LLaMEA-gpt-4o-BBOB_photonic_20layers_bragg_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-26_090138-LLaMEA-gpt-4o-BBOB_photonic_20layers_bragg_100xD/code/try-59-SynergisticSwarmOptimizer.py,True,True,both_biased
02b2f837-c4dd-4e25-ad13-b0f6abc3a088,HybridPSOSA,Introduced adaptive parameters and diversified exploration strategy by employing Lévy flight to enhance exploration and exploitation with improved convergence.,0.8556781037421052,8,exp-03-14_040715-LLaMEA-gpt-4o-photovoltaic_(5 + 5),44,algorithms_LLaMEA-master/exp-03-14_040715-LLaMEA-gpt-4o-photovoltaic_(5 + 5)/log.jsonl,,True,True,both_biased
02cdd8d8-650f-465b-8c38-4ade6ea4f69c,EnhancedNAPSO,Adaptive inertia weight tuning using sigmoid function based on convergence to enhance solution quality.,0.053037778277731436,34,exp-12-21_105222-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_100xD,35,algorithms_LLaMEA-master/exp-12-21_105222-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_105222-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_100xD/code/try-34-EnhancedNAPSO.py,True,False,f0_only_biased
02d0f564-bebd-44d7-ba5c-55de23b1b2cc,ChaoticSwarmOptimizer,Introduced adaptive cognitive and social coefficients for balanced exploration and exploitation in ChaoticSwarmOptimizer.,0.8260383147257384,10,exp-03-14_040722-LLaMEA-gpt-4o-photovoltaic_(5 + 5),52,algorithms_LLaMEA-master/exp-03-14_040722-LLaMEA-gpt-4o-photovoltaic_(5 + 5)/log.jsonl,,True,False,f0_only_biased
02d1585d-38c5-4e97-9348-dd680b499290,AdaptiveSwarmGradientDescent,Enhance swarming dynamics by refining local-global balance through adaptive velocity scaling and diversity-induced mutation.,0.8918687526809678,18,"exp-03-14_040430-LLaMEA-gpt-4o-photovoltaic_(1, 5)",89,"algorithms_LLaMEA-master/exp-03-14_040430-LLaMEA-gpt-4o-photovoltaic_(1, 5)/log.jsonl","algorithms_LLaMEA-master/exp-03-14_040430-LLaMEA-gpt-4o-photovoltaic_(1, 5)/code/try-18-AdaptiveSwarmGradientDescent.py",True,False,f0_only_biased
02d36d02-87a4-4720-9d48-9fa54f3186ab,DynamicPhaseTransitionSwarmOptimizer,Adjusted the dynamic steps parameter to enhance exploration-exploitation balance for improved optimization performance.,0.0750609687863391,75,exp-03-24_140852-LLaMEA-gpt-4o-xgboost_photonic_10layers_photovoltaic_100xD,76,algorithms_LLaMEA-master/exp-03-24_140852-LLaMEA-gpt-4o-xgboost_photonic_10layers_photovoltaic_100xD/log.jsonl,algorithms_LLaMEA-master/exp-03-24_140852-LLaMEA-gpt-4o-xgboost_photonic_10layers_photovoltaic_100xD/code/try-75-DynamicPhaseTransitionSwarmOptimizer.py,True,True,both_biased
02d52d89-1b5f-4d05-a274-5d7e632b065c,HybridSwarmEvolutionPSO,Enhance exploration in multimodal landscapes by incorporating Simulated Annealing-based temperature control and dynamic particle adaptation into the HybridSwarmEvolutionPSO algorithm.,0.06247675563163546,28,exp-03-30_151045-LLaMEA-gpt-4o-xgboost_meta_surface_100xD,29,algorithms_LLaMEA-master/exp-03-30_151045-LLaMEA-gpt-4o-xgboost_meta_surface_100xD/log.jsonl,algorithms_LLaMEA-master/exp-03-30_151045-LLaMEA-gpt-4o-xgboost_meta_surface_100xD/code/try-28-HybridSwarmEvolutionPSO.py,True,True,both_biased
02f5dc01-9e4f-4caa-988b-5295377688fd,SwarmOptimizer,Further refined SwarmOptimizer by introducing non-linear decay for inertia weight to enhance convergence rate.,0.8317608569319779,5,exp-03-14_035742-LLaMEA-gpt-4o-photovoltaic_(2 + 10),48,algorithms_LLaMEA-master/exp-03-14_035742-LLaMEA-gpt-4o-photovoltaic_(2 + 10)/log.jsonl,,True,False,f0_only_biased
02f84b82-ba5a-4c2d-b1ea-4a803cb30e61,HybridPSOSA,Enhanced global exploration by increasing the social parameter `c2` and improved local search by adjusting the inertia weight `w`.,0.8519399836033945,8,exp-03-14_040715-LLaMEA-gpt-4o-photovoltaic_(5 + 5),45,algorithms_LLaMEA-master/exp-03-14_040715-LLaMEA-gpt-4o-photovoltaic_(5 + 5)/log.jsonl,,True,True,both_biased
031330ec-4cbf-4877-baab-1ae38a9efe14,CollaborativeSwarmSearch,Integrate dynamic cognitive and social weights to adaptively balance exploration and exploitation in CollaborativeSwarmSearch.,0.8889194473314755,77,exp-03-07_130324-LLaMEA-gpt-4o-photovoltaic_(1 + 1),78,algorithms_LLaMEA-master/exp-03-07_130324-LLaMEA-gpt-4o-photovoltaic_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130324-LLaMEA-gpt-4o-photovoltaic_(1 + 1)/code/try-77-CollaborativeSwarmSearch.py,True,False,f0_only_biased
